Price,Close,Volume
Ticker,^NSEI,^NSEI
Date,,
2017-12-27,10490.75,165200
2017-12-28,10477.900390625,272900
2017-12-29,10530.7001953125,152000
2018-01-02,10442.2001953125,153400
2018-01-03,10443.2001953125,167300
2018-01-04,10504.7998046875,174900
2018-01-05,10558.849609375,180900
2018-01-08,10623.599609375,169000
2018-01-09,10637.0,205000
2018-01-10,10632.2001953125,176400
2018-01-11,10651.2001953125,153800
2018-01-12,10681.25,175200
2018-01-15,10741.5498046875,175900
2018-01-16,10700.4501953125,211000
2018-01-17,10788.5498046875,252700
2018-01-18,10817.0,312000
2018-01-19,10894.7001953125,207600
2018-01-22,10966.2001953125,231600
2018-01-23,11083.7001953125,284600
2018-01-24,11086.0,283400
2018-01-25,11069.650390625,330300
2018-01-29,11130.400390625,241700
2018-01-30,11049.650390625,228000
2018-01-31,11027.7001953125,245900
2018-02-01,11016.900390625,306200
2018-02-02,10760.599609375,282700
2018-02-05,10666.5498046875,240100
2018-02-06,10498.25,266500
2018-02-07,10476.7001953125,250400
2018-02-08,10576.849609375,232200
2018-02-09,10454.9501953125,191600
2018-02-12,10539.75,217400
2018-02-14,10500.900390625,229200
2018-02-15,10545.5,210600
2018-02-16,10452.2998046875,184300
2018-02-19,10378.400390625,187300
2018-02-20,10360.400390625,187700
2018-02-21,10397.4501953125,234100
2018-02-22,10382.7001953125,313600
2018-02-23,10491.0498046875,210600
2018-02-26,10582.599609375,171900
2018-02-27,10554.2998046875,187500
2018-02-28,10492.849609375,286000
2018-03-01,10458.349609375,176000
2018-03-05,10358.849609375,194000
2018-03-06,10249.25,222900
2018-03-07,10154.2001953125,249500
2018-03-08,10242.650390625,226400
2018-03-09,10226.849609375,186500
2018-03-12,10421.400390625,216400
2018-03-13,10426.849609375,266700
2018-03-14,10410.900390625,181400
2018-03-15,10360.150390625,173900
2018-03-16,10195.150390625,328500
2018-03-19,10094.25,210200
2018-03-20,10124.349609375,203000
2018-03-21,10155.25,204800
2018-03-22,10114.75,230500
2018-03-23,9998.0498046875,285700
2018-03-26,10130.650390625,262600
2018-03-27,10184.150390625,225700
2018-03-28,10113.7001953125,344400
2018-04-02,10211.7998046875,225400
2018-04-03,10245.0,205300
2018-04-04,10128.400390625,231100
2018-04-05,10325.150390625,236800
2018-04-06,10331.599609375,200200
2018-04-09,10379.349609375,221600
2018-04-10,10402.25,251700
2018-04-11,10417.150390625,250400
2018-04-12,10458.650390625,238600
